CodEstablecimiento;nombreComercial;Direccion;ReferenciaDireccion;telefonoPrincipal;telefonoSecundario;CorreoElectronico;delivery;paginaWeb;CodProvincia;CodComercial;CodClasificacion;CodCategoria
13289;BAR RESTAURANTE EL RINCÓN DEL JARDÍN;La Granja E5-25 y HUNGRíA;PISO: PB. SECTOR: IÑAQUITO - LA REPUBLICA;22261998;992904711;wilmanarmas@gmail.com;No;null;17;0100;0004;047
13290;BAR RESTAURANTE EL RINCÓN DEL JARDÍN;LA GRANJA E5-25 y HUNGRíA;DIAGONAL AL MALL EL JARDIN;22261998;992904711;wilmanarmas@gmail.com;Si;null;17;0100;0028;021
13291;RESTAURANTE IVONNE;Olmedo OE6-149 Y Cotopaxi;FRENTE AL COLEGIO BORJA 1;22954428;989391006;hugo.fajardo.ec@gmail.com;Si ;null;17;0100;0028;040
13292;RINCÓN DEL SABOR EL ATACAMEÑITO;jerónimo leiton n23-128 y av. de la gasca;A DOS CUADRAS DE LA UCE;996444431;996444431;auriatrivi.10@hotmail.com;Si ;null;17;0100;0028;021
13293;KASPI CUCHARA;María AngÉLICA idrobo E2-102  Y ManabÍ;A UNA CUADRA DEL PARQUE DE CUMBAYÁ;022891780;0998386473;marcicoellodeponce@hotmail.com;Si;null;17;0100;0028;045
13294;CUY COFFEE;AV. AMAZONAS O3-138 Y ANTONIO BENITEZ;null;2310742;null;null;Si ;null;17;0100;0028;020
13295;EL MONJE TUCÁN;Av. Simón Bolívar S/N y Pasaje E14B;SAN JOSÉ DE MONJAS;23195200;23194598;jseaah@gmail.com;No;null;17;0101;0017;012
13296;LA CASA DE JUDY;CALLE FRAGATA 119 CALLE SCALESIA;null;052527343;0992002065;ptejada1956@yahoo.com;No;null;20;0101;0018;013
13297;CASA DEL VIAJERO;Olalla 465 y Av. Interoceanica;PISO: PB. SECTOR: A DOS CUADRAS DE LA GASOLINERA PRIMAX;22381098;993978451;casadelviajeropifo@hotmail.com;No;null;17;0101;0037;014
13298;CAMPO VIEJO EMPANADAS GOURMET;AV. SAN LUIS 728 E ISLA PINZON;null;2860145;null;null;Si ;null;17;0100;0015;039
13299;CAMPO VIEJO EMPANADAS GOURMET;AV. ILALO S/N Y AMAZONAS;null;null;null;vanessa@compoviejo.com.ec;Si;null;17;0100;0015;039
13300;ASADERO COLUMBOS;GARCIA MORENO Y VICENTE LEON;null;032726161;null;catalina_alban@hotmail.com;Si ;null;05;0100;0028;039
13301;POLIBURGUER;GUAYAS N 9 Y AV. EL PROGRESO;null;Null;null;null;Si ;null;17;0100;0015;044
13302;LECHE Y MIEL;GANGOTENA   N24-718  y  AV. LA CORUÑA;A UNA CUADRA DEL BANCO DEL PACIFICO;999210237;999210237;carlosrbuitron@yahoo.com;Si;null;17;0100;0028;040
13303;MISQUI QUINDE;VICEBTE AGUIRRE Y GALO DE LA PEÑA;null;2436207;null;goproanol@hotmail.com;Si ;null;17;0100;0015;044
13304;SEA SUN;CALLE 22 S/N MALECON;A UN LADO DEL HOTEL VISTA HERMOSA;0991130435;null;freddyastudillor@hotmail.com;No;null;13;0101;0017;044
13305;YAPI EL;CDLA. BOLIVARIANA SOLAR #7 MZ. G;null;093914883;null;ivan58@hotmail.com;Si ;null;09;0100;0028;044
13306;COMPLEJO TURÍSTICO LA PLAYA;VIA JULIO MORENO KM 6 1/2, MARGEN IZQUIERDO;null;022752276;null;null;No;null;23;0105;0032;039
13307;MESON DE LAS DELICIAS DE LUIS;Madrid E14-179 y Coruña;null;999843004;999843004;zoliri50@hotmail.com;Si;null;17;0100;0028;045
13308;BRISAS DEL RIO ECHEANDIA;RECINTO ARROZ UCO, VIA CAMARON;null;033032303;null;branshy_85@hotmail.com;No;null;02;0105;0032;039
13309;HOSTAL LA JOYA;INTEROCEáNICA S3-68 Y AGRIPINA CHIRIBOGA;100 METROS AL SUR DE LA GASOLINERA;22779999;22779086;carrera_estevez@hotmail.com;No;null;17;0101;0017;011
13310;CAPIRONA LODGE;SAN SEBASTIAN DEL COCA CALLE SIN NOMBRE ORILLAS DEL RIO COCA;null;097102125;null;rpuentec@hotmail.com;No;null;22;0101;0037;035
13311;HOSTERIA BLACK SHEEP;Chugchilan s/n calle principal; Pujili,-  Zumbagua Quilotoa 20 minutos llegamos a- - Chugchilan calle principal, - -  ;0939004446;032708077;edmundo.avega@hotmail.com;No;http://blacksheepinn.com;05;0101;0037;013
13312;BAMBU ;AV 15 DE NOVIEMBRE S/N MARIANA MONTESDEOCA;FRENTE A LA ESCUELA MAXIMILIANO SPILLER;062886991;0982372507;hostal-bambu@hotmail.com;No;null;15;0101;0017;011
13313;CAJA CHINA DE PICA Y PASA LA;ABDON CALDERON S/N Y ROCAFUERTE;null;3808502;null;recmiusic@yahoo.com;Si ;null;17;0100;0028;020
13314;ALSTON INN;Juan LeÓn Mera N23-41 Y Baquedano;A DOS CUADRAS DE LA PLAZA FOCH;22222721;999668401;info@alstonhotel.com;No;www.alstonhotel.com;17;0101;0018;013
13315;SIMÓN BOLÍVAR;calle Q E9-31 y AV NUEVA ORIENTAL;A UNA CUADRA DEL PRIMER MIRADOR DE LA ORIENTAL;998117050;23190144;avizuete1998@gmail.com;No;null;17;0101;0017;011
13316;EL BOLICHE;AREA NACIONAL DE RECREACION EL BOLICHE;null;980453121;null;vegae125@yahoo.com;Si ;null;05;0100;0028;039
13317;NAYON XTREME VALLEY;Paltabamba S2-72 y Vía Tanda;null;22277086;0;nayonxvalley@hotmail.com;No;null;17;0103;0011;039
13318;BALNEARIO DE NAMBILLO;VIA AL BRAVO S/N - NAMBILLO;null;097791528;null;null;No;null;17;0105;0032;039
13319;ALOJAMIENTO SUMAK KAWSAY;Av baltra S/N S/N; para llegar al alojamiento se debe ubicar la entrada de los Guayabillos, despues se debe ir en carro o caminando para adentro hasta encontrar una entrada mano derecha antes de una cuesta abajo, finalmente al entrar se sigue hasta una entrada mano izquierda y puedes llegar al alojamiento que tiene una entrada de madera.- -  ;0984765051;0998327609;alex23camuendo@gmail.com;No;null;20;0101;0009;019
13320;RESTAURANTE NICKY;Av. 18 de Septiembre 414 y Av. Rio Amazonas;null;22525630;22525630;arq.hutivi@hotmail.com;Si;null;17;0100;0028;040
13321;SNACK HOUSE LA JARANA;LOS GRANADOS E13-89 E ISLA MARCHENA;null;2460705;null;null;Si ;null;17;0100;0015;044
13322;CASA FOCH;Mariscal Foch E4-301 y Juan León Mera;FRENTE A MANGO TREE CAFÉ;999437405;996138819;info@hotelcasafoch.com;No;www.hotelcasafoch.com;17;0101;0017;013
13323;THE PRINCE;Riofrio E2-71 y Manuel Larrea;DIAGONAL CLINICA CENTRAL;22232541;996351923;hernancangomatailo@hotmail.com;Si ;null;17;0100;0028;021
13324;PASAJE DELICATESSEN;Whymper E7 -115 y Pasaje Donoso;A LADO DE SENECYT;22239250;999691068;rene-d47@hotmail.com;Si;null;17;0100;0007;044
13325;PLAZA CENTENARIO;LORENZO DE GARAYCOA 931 ENTRE VELEZ Y AV. 9 DE OCTUBRE;FRENTE AL PARQUE CENTENARIO, FRENTE AL PAI;042328772;0997234643;hotelplazacentenario@hotmail.com;No;null;09;0101;0017;011
13326;PADRINO. S PIZZA;AV. QUITO S/N Y LOS COLIBRIES;null;217071;null;null;Si ;null;17;0100;0007;044
13327;PIZZERIA SANT. GIUSEPPE;CRISTOBAL COLON 1 Y COLOMBIA;null;Null;null;null;Si ;null;17;0100;0015;044
13328;SIERRA ALISOS HOTEL DE CAMPO;PANAMERICANA SUR  KM 3 1/2 SM;TAMBILLO ALTO SIERRA ALISOS;Null;0989405064;paolae828@gmail.com;No;null;17;0101;0016;013
13329;RICO POLLO BROSTERIZADO Nº 7;LEONIDAS PLAZA 402 Y CAMILO PONCE;null;Null;null;null;Si;null;18;0100;0028;044
13330;MARIO BROSS;LORENZO DE GARAYCOA 945 Y VELEZ;null;2244476;null;null;Si ;null;09;0100;0028;044
13331;LA BEATA CAFÉ TALLER;Rocafuerte E1-66 y Montufar;MAMA CUCHARA;22286897;0;labeata_cafe@hotmail.com;Si ;null;17;0100;0007;039
13332;JORA CONTINENTAL;Sucre 476 Segundo Luis Moreno; Parada Hospital vía Cuicocha ;0997608180;062554183;joracontinental@hotmail.com;No;null;10;0101;0017;012
13333;PICANTERIA LA TIA ESTHER;JOSE ALEMAN S21-38 Y JOSE ABARCAS;null;2732887;null;null;Si;null;17;0100;0015;044
13334;PARADERO LOS TRES GUABOS;VÍa sangolquÍ amaguaña  s/n Y bartolomÉ de las casas;AMAGUAÑA;22875173;993778454;los3guabos@gmail.com;Si ;null;17;0100;0028;021
13335;LA ALGODONERA;Av. Lizardo Ruiz  05-45 Eloy Alfaro; Provincia Tungurahua, Canton Ambato, Parroquia La Merced. Ubicado en la- Av. Lizardo Ruiz 05-45 y Eloy Alfaro ;0995867646;0992612689;hotelalgodonera5@gmail.com;No;null;18;0101;0018;013
13336;ASADERO EL GRANJERO;LIZARDO RUIZ 05-45 ELOY ALFARO; AV. LIZARDO RUIZ Y ELOY ALFARO. FRENTE A LA FÁBRICA DE LA EX INDUSTRIAL ALGODONERA. JUNTO AL RESTAURANTE EL GRANJERO. ;0992612689;032821757;hotelalgodonera5@gmail.com;Si ;null;18;0100;0028;001
13337;ELENITA;VIA BARANDU;null;Null;null;null;Si;null;24;0100;0028;020
13338;CAFECITO DE RUDY EL;Av. de la Prensa N64-149 y Bellavista;null;22803494;22803494;manosalvasmaria344@gmail.com;Si ;null;17;0100;0007;020
13339;ALFONSO.S RESTAURANTE;TERAN Y 10 DE AGOSTO;null;2361684;null;null;Si ;null;17;0100;0028;020
13340;ORIENTAL DEL INCA;Francisco de Izazaga N45-212 y Pablo de Solar;PISO: PB. SECTOR: COLEGIO DE AMERICA;22254812;987000752;geoam2406@yahoo.es;Si;null;17;0100;0028;045
13341;QUERUBÍN;CHILE OE4-22 Y VENEZUELA;PALACIO ARZOBISPAL, PLANTA BAJA;22953470;987029639;querubin2006@hotmail.com;Si ;null;17;0100;0028;040
13342;HOSTALEURO STAR;COOPERATIVA CAMINOS VECINALES S/N Y CESAR FERNANDEZ;null;023778186;0986851783;hoteleuro_star1@outlook.com;No;null;23;0101;0017;011
13343;MARIPOSAS DE MINDO;Sector yaguira baja sn Vía al mariposario; Estamos ubicados a 2 km del pueblo de mindo vía al mariposario, frente a donde sale en tubing ;0997511988;0997511988;info@mariposasdemindo.com;Si ;www.mariposasdemindo.com;17;0100;0028;001
13344;CENTRO DE DESCANSO MACHACHI;PANAMERICANA SUR S/N CALLE SECUNDARIA;A UNA CUADRA DE LA ESCUELA GARCÍA MORENO;022315342;0986146369;dila_carpio@hotmail.com;No;null;17;0101;0017;011
13345;HOTEL BALTRA;Isla Baltra N41-143 y av. Amazonas;FRENTE AL RINCÓN DEL GAUCHO;23520908;969246731;info@hotelbaltra.com.ec;No;www.hotelbaltra.com;17;0101;0018;013
13346;ASADERO MARTITA - CAYAMBE;CHILE Y TERAN;null;2364052;null;null;Si;null;17;0100;0028;020
13347;RINCON DEL CHAGRA ;11 D ENOVIEMBRE S2-55 Y BARRIGA ;null;null;null;null;Si ;null;17;0100;0028;020
13348;COLONIAL HOUSE INN;Olmedo E4-32 y Vicente León;LA TOLA;999516687;23161810;orneliareascos@hotmail.com;No;null;17;0101;0017;012
13349;MANOUS;AV. UNIDAD NACIONAL s/n PRIMERO DE MAYO; El Hotel Manous se encuentra en la ciudad de Shushufindi Frente a la parada de camionetas Shushufindi ;0990776601;062839918;lindaelvia@outlook.com;No;null;21;0101;0017;011
13350;HOSTAL EL CORAZÓN DE PIFO;Via Interoceánica Lote 5 y Vía al Oriente;MEDIA CUADRA DEL HOSTAL NEVADA;23881008;23881008;cdpineida@espe.edu.ec;No;null;17;0101;0017;011
13351;REY POLLO;AV. 18 DE MAYO 317 Y UNIDAD NACIONAL;null;2156247;null;null;Si ;null;17;0100;0028;020
13352;CASA ENTRE RIOS;CARLOS V 3-17 ISABEL LA CATOLICA;A TRES CUADRAS DE LOS TRES PUENTES;072815444;0997004303;villaentrerios1@gmail.com;No;null;01;0101;0017;013
13353;PARADERO CASSU;NATALIA JARRIN 511 Y CALDERON;null;2361740;null;null;Si;null;17;0100;0028;044
13354;EL RINCON DE CARLITOS;pana sur km 14 1 /2   S-35 entrada a san luis ; diagonal a la gasolinera MASGAS de Aloag.-  ;0978850408;null;rincondecarlitos@gmail.com;No;null;17;0100;0028;001
13355;CARMITA;CALLE JUAN ARTEAGA Y GUILLERMO RIVADENEIRA;null;062 89031;null;null;Si ;null;15;0100;0028;044
13356;DON MILTON;AVENIDA MARTHA BUCARAM DE ROLDOS S/N ATAHUALPA;FRENTE A LA CANCHA DEPORTIVA DEL BARRIO LAS FRAGATAS;052520357;0997776381;null;No;null;20;0101;0017;013
13357;RINCON DE ENGELS EL ;CDLA. SAUCES 2 MZ. F-39 SOLAR 1;null;Null;null;null;Si ;null;09;0100;0028;044
13358;EL NUEVO PALERMO;Tamayo N24-635 y Av. Cristobal Colon;null;22528202;987989962;palermo-rest@hotmail.com;Si;null;17;0100;0028;040
13359;CEVICHOCHOS EL PATRÓN;JUAN LEÓN MERA N24-12 y WILSON;LOCAL ESQUINERO;+593998598626;0987570257;lupitalandeta@hotmail.com;Si ;null;17;0100;0007;036
13360;CERRO MESA;CERRO MESA, RECINTO EL CAMOTE;null;052524639;null;normajeriamoya@hotmail.com;Si ;null;20;0100;0028;039
13361;LA COLMENA;Benalcázar N3-119 y Espejo;UNA CUADRA AL NORTE DE LA PLAZA DE SAN FRANCISCO;22284823;993446683;katina66@outlook.com;Si;null;17;0100;0028;040
13362;LA LOMITA;Línea férrea 101 Y burbano;PUEMBO;998555118;994739617;info@lalomitapuembo.com;No;www.lalomitapuembo.com;17;0103;0030;039
13363;LOS SECOS DE LA ROCA;LA ROCA E4-157 Y AMAZONAS;FRENTE A LA FISCALIA DE PICHINCHA;998734774;998734774;solmar1960@yahoo.com;Si ;null;17;0100;0028;040
13364;EL PATIO PLAZA;GarcÍa Moreno N5-62 Y Mejía;EDIFICIO POSADA COLONIAL PISO 2, AL FRENTE DE LA PLAZA DE LAS CONCEPTAS;22957802;984296550;monagabicha@hotmail.com;Si ;null;17;0100;0028;037
13365;CAFE HOOD;MONTALVO Y RAFAEL VIEIRA;null;032740537;null;cafehood@yahoo.com.mx;Si;null;18;0100;0007;039
13366;CAMARÓN REVENTADO X LIBRAS LA REVANCHA;AV MORÁN VALVERDE SN y AV TENIENTE HUGO ORTIZ (C.C. QUICENTRO SUR);PATIO DE COMIDAS DEL QUICENTRO SUR;998332586;998332586;carlosrbuitron@yahoo.com;Si ;null;17;0100;0028;045
13367;FUERA DE BABILONIA;9 DE OCTUBRE 081 Y LOS RIOS - BUGAMBILLAS;null;099413031;null;null;Si ;null;17;0100;0028;044
13368;LEKKA LEKKA No 2;C.C. EL RECREO AV. PEDRO VICENTE MALDONADO S10-194 Y CALVAS -;null;2652783;null;null;Si;null;17;0100;0015;035
13369;LEKKA LEKKA;AV. REPUBLICA DEL SALVADOR N33-164 Y AV. DE LOS SHYRIS;null;3520173;null;null;Si ;null;17;0100;0015;039
13370;LEKKA LEKKA;AVenida los shYRIS N33-156 y Avenida REPÚBLICA DEL SALVADOR;LA CAROLINA;22248537;986895686;facturacionlekka@hotmail.com;Si ;null;17;0100;0007;036
13371;CASA DE LA COSTILLA LA ;AV. DE LOS SHIRIS 12 10 Y AV DE LOS INCAS;null;null;null;null;Si;null;18;0100;0028;044
13372;YOGURT DE LA AMAZONAS;AV. DE LA PRENSA S/N Y KENEDY.(CENTRO COMERCIAL EL CONDADO. PISO 2. ISLA);null;3802-134;null;sriascos@gmail.com;Si ;null;17;0100;0015;039
13373;YOGURT DE LA AMAZONAS (RECREO);CENTRO COMERCIAL RECREO PLAZA PATIO DE COMIDAS;null;2646979;null;sriascos7465@hotmail.com;Si ;null;17;0100;0015;035
13374;YOGURT AMAZONAS (RECREO);Av. Pedro Vicente Maldonado S11-122 Y CALVAS;CENTRO COMERCIAL EL RECREO;22646979;996034777;sriascos7465@hotmail.com;Si;null;17;0100;0007;036
13375;YOGURT AMAZONAS;AV. DE LA PRENSA S/N Y AV MARISCAL SUCRE (C.C. CONDADO SHOPPING);1 CUADRA ESTADIO DE LIGA, C. C. EL CONDADO;23802134;23802134;sriascos7465@gmail.com;Si ;null;17;0100;0007;036
13376;YOGURT AMAZONAS;av de la prensa S/N y av. mariscal sucre (c.c. condado shopping);A UNA CUADRA DEL ESTADIO DE LA LIGA  C.C. CONDADO SHOPPING;22268227;996034777;sriascos7465@gmail.com;Si ;null;17;0100;0007;036
13377;PICANTERIA EL NUEVO SABOR;GONZALEZ SUAREZ S-62 Y 10 DE AGOSTO;null;098568740;null;null;Si;null;17;0100;0028;020
13378;LA CASA DE SIMON;PICHINCHA S/N VIA A PINZE CHICO;null;032716137;0987978192;casadesimon@hotmail.com;No;null;05;0101;0037;013
13379;CASCADA MILAGROSA;Vía a Babahoyo Km 64;null;2656726;null;null;No;null;02;0105;0032;039
13380;BIGOTE EL;CALLE ISLA ESPAÑOLA No 183 Y AV ILALO;null;2867931;null;null;Si ;null;17;0100;0028;044
13381;PLAZA CHICAFE COLONIAL;Guayaquil oe2-67 y Espejo;PISO: PB. SECTOR: JUNTO AL TEATRO BOLIVAR;991667489;998797839;ferllerena91@hotmail.es;Si ;null;17;0100;0028;040
13382;YOGURT DE LA AMAZONAS;12 DE OCTUBRE N24-295 Y LIZARDO GARCIA;null;2568541;null;null;Si;null;17;0100;0015;039
13383;TEJAS DE MI CASONA LAS;Av. Manuel Cordova Galarza S1-103 SAN FRANCISCO DE LA PITA;FRENTE A LA UNASUR;22397044;984513534;las-tejas@hotmail.com;No;null;17;0103;0030;039
13384;LA CASA DEL COLIBRÍ;CALLE E7 N31 Y CALLE N75;A 3 CUADRAS DEL COLEGIO PLANETA AZUL;980869229;980869229;lacasadelcolibri@gmail.com;No;null;17;0101;0037;013
13385;MISTIC TACOS #1;SANCHEZ Y CIFUENTES 17-47 Y AV. TEODORO GÓMEZ;null;Null;null;null;Si ;null;10;0100;0015;044
13386;PATRICK GRILL;MANABI OE2-36 Y GUAYAQUIL;DIAGONAL AL TEATRO SUCRE;022580082;0998153292;edwindominguez1972@hotmail.com;Si ;null;17;0100;0028;040
13387;LOS CEBICHES DE LA RUMINAHUI;PANAMERICANA NORTE SN LUIS GORDILLO ESQUINA; JUSTO EN LA ENTRADA A SAN LUIS ;0999181153;062530097;edgaropuente@hotmail.com;Si;null;10;0100;0028;001
13388;LA PREVIA PUB;JOSé CALAMA E5-37 y JUAN LEóN MERA;FRENTE A URBAN PARK;0;997846265;contabilidad@metco.com.ec;No;null;17;0100;0004;047
13389;PAILITA HELADERÍA Y AFINES LA;CÓRDOVA GALARZA 229 Y SECUNDARIA;null;2353531;null;null;Si ;null;17;0100;0015;039
13390;MUPHY`S;AndrÉs xaura N24-212 y Lizardo GarcÍa;DETRAS DEL COLEGIO MANUELA CAÑIZARES;999231067;999231067;poloherrera59@hotmail.com;Si ;null;17;0100;0028;040
13391;JUGOS LOCOS Y SANDUCHES TRAGALDABAS;MICHELENA OE5-415 Y RAFAEL GRAU;null;6008757;null;null;Si;null;17;0100;0015;044
13392;AGUA DE LUNA;CDLA. LA GARZOTA, MZ. 32, SOLAR 4 - 5;null;098976139;null;a-fer23@hotmail.com;No;null;09;0100;0013;039
13393;OMI;Av. Rio Amazonas N31-219 y Av. Mariana de Jesus;DIAGONAL AL MALL EL JARDIN;22525793;22525793;cafeomi@andinanet.net;Si ;www.cafeomi.com;17;0100;0007;036
13394;CHIGUAC;CARAS 035 CRISTOBAL COLON; DETRAS DE LA CRUZ ROJA DE MACHACHI ;0998670413;0998670413;germaniamor@hotmail.com;No;null;17;0101;0017;011
13395;COFEE POINT;Juan GonzÁlez N35-124 e Ignacio San MarÍa;CERCA AL COLEGIO DE MÉDICOS VETERINARIOS DE PICHINCHA;958980170;984682733;carolinalandazuri@hotmail.com;No;null;17;0100;0004;047
13396;FUENTE DE SODA LA SELECTA;VICTOR EMILIO ESTRADA 1208 Y LAURELES;null;2888048;null;null;Si ;null;09;0100;0015;035
13397;HOSTERIA CASA MARÍA;Maldonado 446 y Pasaje Vallejo;A UNA CUADRA DEL PARQUE DE TABABELA;22391336;983401039;hosteria1938_casamaria@hotmail.com;No;null;17;0101;0037;013
13398;HOSTAL LOS CANELOS 2;SOASTI  SN TARQUI; AL FRENTE DE LA CEVICHERIA-  LA ALBACORITA-  ;0999830089;null;edsoto1954@gmail.com;No;null;14;0101;0017;011
13399;STEFANY.S LODGING HOME;AV. QUITO S/N ENRIQUE VALLEJO;FRENTE A LAS CANCHAS DEPORTIVAS BARRIO FRAGATA;052520244;0982393617;null;No;www.stefanyslodging.com;20;0101;0017;013
13400;WHISKY PUB;JUAN DE DIOS MORALES  OE5-86 y BENALCáZAR;BOULEVAR 24 DE MAYO;25007784;998930210;mzc02104321@hotmail.com;Si;null;17;0100;0028;040
13401;VIEJO EL;AV. DE LOS QUIJOS NRO.56;null;2320442;null;restauranteelviejo2017@gmail.com;Si ;null;15;0100;0028;039
13402;MAVEC;Av. Mariana de Jesus E5-84 y hungría;A UNA CUADRA Y MEDIA DEL MALL EL JARDÍN;22267873;0;starate@hotmail.com;Si ;null;17;0100;0028;045
13403;VLAKITAS;JUAN MONTALVO  SN RAFAEL VIEIRA; A UNA CUADRA DEL PARQUE MONTALVO ;0987660353;null;ligialopezllerena@gmail.com;No;null;18;0100;0004;002
13404;PIZZA PLANET;AV. GENERAL RUMIÑAHUI N 2-29 E ISLA SAN CRISTOBAL;null;2864860;null;pizzaplanetec@hotmail.com;Si;null;17;0100;0028;044
13405;LA CASA DE LA EMPANADA GIGANTE;S1C MORALES OE1-33 y AV P. V. MALDONADO;JLA RONDA;987787423;987787423;gladyslopezvargas@hotmail.com;Si ;null;17;0100;0007;036
13406;DEL DEPORTISTA;Av. De los Shyris S/N y Portugal;DENTRO DEL PARQUE LA CAROLINA;22448989;987403309;monica-contrerasp@hotmail.com;Si ;null;17;0100;0028;045
13407;GOLOSINAS DEL CARMEN BAJO;JOSé JOAQUíN DE OLMEDO OE3-34 y GUAYAQUIL;JUNTO A LA IGLESIA DEL CARMEN BAJO;985345197;985345197;eufemia5758@gmail.com;Si;null;17;0100;0028;040
13408;HOT DOGS DE CHARLIE LOS;AV. MARIANA DE JESUS E6-21 Y AV. AMAZONAS;null;3238666;null;null;Si ;null;17;0100;0015;044
13409;LOS ALISOS;PRINCIPAL S/N VÍA SAN PABLO; A UN KM DEL ESTADIO DE ZULETA ;063047018;0990380843;wilosc19812009@gmail.com;Si ;null;10;0100;0028;001
13410;HOTEL GOLDEN;SAN RAFAEL  22 GUSTAVO CHON-QUI; FRENTE AL MERCADO MUNICIPAL ;0991809350;058004834;ivonneduarteguerrero@hotmail.com;No;null;12;0101;0018;012
13411;HOTEL SAENZ;SUCRE S/N ROCAFUERTE; CETRO DE LA CIUDAD ;0967205541;null;inesmariaariza@hotmail.com;No;null;04;0101;0018;012
13412;KASHAMA ECORESORT Y SPA;calle cotopaxi  s/n vía la Cristóbal; Km.26 Via Esmeralda, parroquia Valle Hermosa. ;0999337121;022773193;reservas@kashama.com;No;www.kashama.com;23;0101;0037;014
13413;BLUE HOUSE OLD TOWN;Jose Antepara E4-27 y Vicente León;SAN BLAS PLAZA BELMONTE;22283127;22283127;bluehouseoldtown@gmail.com;No;null;17;0101;0017;012
13414;HOSTERIA PARADOR LOS COLORADOS;VIA QUITO S/N MARGEN IZQUIERDO;null;null;0982564827;soledadposso@hotmail.es;No;null;23;0101;0037;013
13415;TOP JOY;JOSE TAMAYO 11-13 Y BAQUERIZO MORENO;null;099878864;null;icrespoz@yahoo.com;Si;null;17;0100;0015;039
13416;TOP JOY;José Tamayo 11-13 y Baquerizo Moreno;PISO: PB. SECTOR: A DOS CUADRAS DE SWISSHOTEL;22546026;998788645;icrespoz@yahoo.es;Si ;null;17;0100;0007;039
13417;LA ARAÑA;null;barrio central;2886884;959873120;dayana89@gmail.com;No;null;15;0100;0004;002
13418;ARAÑA LA;GARCIA MORENO JUNTO A LA POLICIA NACIONAL;null;2886884;null;null;No;null;15;0100;0004;044
13419;CAMPIÑA LA ;CALLE QUITUMBEZ Y PALTAS;null;988585945;null;carmitagavidia@hotmail.com;No;null;23;0105;0032;039
13420;ESTANCIA LA ;AV. CHONE KM 13;null;3724041;null;null;Si ;null;23;0100;0028;044
13421;LA CASA DEL CANGREJO;Sucre 10-74 Liborio Madera; Junto a Expopapelería ;062612753;0983477952;crismo_es@hotmail.com;Si;null;10;0100;0028;001
13422;ROYAL CLASS;CADMO ZAMBRANO  51 CARLOS LOPEZ;FRENTE AL TERMINAL TERRESTRE;023778148;0992528385;josemonteroyepez61@gmail.com;No;null;23;0101;0017;011
13423;ASADERO MI CUCHITO;CALLE NAPO Y EUGENIO ESPEJO;null;062883803;null;null;Si ;null;22;0100;0028;020
13424;AQUOPOLIS;JUNTO AL BALNEARIO PLAYAS DEL RIO CAONI;null;989330706;null;null;Si ;null;17;0100;0015;044
13425;JANETH;AV. ABRAHAM CALAZACON LOTE 23 CALLE C;null;023778190;0959600217;h-janeth@outlook.com;No;null;23;0101;0017;011
13426;SPORTS WINGS Y RIBS ;LOS ROSALES, VENEZUELA Y GUATEMALA;null;980564656;null;marctorr@hotmail.com;Si;null;23;0100;0028;044
13427;RIO CONGOMITA;PUERTO LIMON SECTOR PROGRESO;null;996749525;null;null;No;null;23;0105;0032;039
13428;LIA MAR;AV. 24 CALLE 16 Y17;null;052629067;null;_cafeterialiamar@yahoo.com;Si ;null;13;0100;0007;039
13429;LA SAZON ESMERALDEÑA ;25 AVA # 2708 Y FRANCISCO SEGURA ;null;084972965;null;null;Si ;null;09;0100;0028;020
13430;QUINTA DAMAD;BY PASS LA CONCORDIA - PUERTO QUITO;null;Null;null;angel51gonzales@hotmail.com;No;null;23;0105;0032;039
13431;CANGREJOS POCO LOCO;CALLE COCANIGUAS 118 Y GUAYAQUIIL, COOP. 30 DE JULIO SECTOR 4;null;022752134;null;null;Si;null;23;0100;0028;044
13432;MADISON SONIA;Olmedo OE5-01 y GarcÍa Moreno;PISO: PB. SECTOR: A CIEN METROS DE MI COMISARIATO;22289425;983056050;camila8642@hotmail.com;Si ;null;17;0100;0028;040
13433;ISRAMAR;Calle Santa Lucia S/N Malecon; COMUNA OLON ;0997121293;042788096;hosteriaisramar@gmail.com;No;www.hosteriaisramar.com;24;0101;0017;011
13434;MAR ADENTRO COCINA DEL MAR;Japón N37-80 y Naciones Unidas;PISO: PB. SECTOR: A DOS CUASDRAS DEL PARQUE LA CAROLINA;22442513;993297030;gerencia@maradentro.ec;Si ;www.maradentro.com.ec;17;0100;0028;040
13435;CLUB DE BIENESTAR Y VIDA ACTIVA;CHILE 1007 Y GUAYAQUIL;null;97686430;null;null;Si;null;17;0100;0015;044
13436;VERDE CAFE;Av.15 DE NOVIEMBRE Y PANO;null;062887433;null;seguraas@gmail.com;Si ;null;15;0100;0028;044
13437;CHORIGOL;REINA VICTORIA N2-60 y LA NIÑA;A UNA CUADRA DEL RESTAURANTE BURGER KING;984236552;984236552;gabilan811@hotmail.com;Si ;null;17;0100;0028;040
13438;CALIFORNIA STAR QUITO;JUAN LARREA N15-11 y RIOFRIO;FRENTE AL INEC;999492187;23214913;ljaucancela@hotmail.com;No;null;17;0101;0017;011
13439;ALDEA ECOLOGICA PUMA SACHA;Via Calacali Y SN;null;22441328;981393543;pumasacha2000@hotmail.com;Si;null;17;0100;0028;045
